invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I231856,C230149,Female,45,Food & Beverage,2,10.46,Credit Card,1/8/2021,Forum Istanbul
I909218,C619190,Female,33,Technology,3,3150,Debit Card,13/10/2021,Metropol AVM
I167956,C320209,Female,26,Cosmetics,3,121.98,Credit Card,9/12/2022,Viaport Outlet
I272679,C149413,Male,37,Food & Beverage,2,10.46,Cash,19/12/2021,Kanyon
I654737,C307280,Female,41,Clothing,3,900.24,Credit Card,16/07/2022,Forum Istanbul
I474719,C321622,Female,53,Technology,1,1050,Cash,7/11/2022,Mall of Istanbul
I189324,C329298,Male,43,Clothing,3,900.24,Debit Card,10/7/2021,Mall of Istanbul
I112136,C103532,Female,38,Souvenir,1,11.73,Cash,30/04/2021,Kanyon
I715297,C101438,Female,54,Toys,3,107.52,Cash,15/06/2021,Metrocity
I666211,C488181,Female,49,Toys,1,35.84,Credit Card,12/11/2022,Kanyon
I459767,C142609,Female,18,Cosmetics,5,203.3,Credit Card,22/05/2022,Metrocity
I206191,C297188,Female,42,Clothing,4,1200.32,Debit Card,11/11/2021,Mall of Istanbul
I152759,C310915,Male,50,Cosmetics,5,203.3,Debit Card,18/01/2022,Kanyon
I284159,C195331,Female,58,Shoes,4,2400.68,Cash,27/06/2021,Mall of Istanbul
I167021,C226309,Male,34,Souvenir,1,11.73,Debit Card,18/09/2022,Kanyon
I314006,C750174,Female,23,Clothing,5,1500.4,Cash,25/01/2021,Kanyon
I239250,C174764,Female,63,Clothing,3,900.24,Cash,30/07/2022,Mall of Istanbul
I232016,C151240,Male,56,Cosmetics,5,203.3,Debit Card,21/09/2022,Zorlu Center
I953775,C116596,Male,64,Food & Beverage,1,5.23,Credit Card,3/4/2022,Mall of Istanbul
I270994,C123986,Male,32,Clothing,4,1200.32,Credit Card,26/07/2021,Metrocity
I103838,C246864,Female,21,Toys,3,107.52,Cash,12/12/2021,Metrocity
I280535,C415726,Female,24,Shoes,2,1200.34,Debit Card,18/06/2022,Forum Istanbul
I330962,C465793,Female,64,Cosmetics,3,121.98,Debit Card,22/05/2022,Metrocity
I315425,C110559,Female,36,Books,3,45.45,Credit Card,13/08/2021,Mall of Istanbul
I133475,C413984,Male,23,Food & Beverage,4,20.92,Debit Card,22/09/2021,Kanyon
I169034,C134500,Female,41,Technology,2,2100,Credit Card,21/08/2022,Mall of Istanbul
I331534,C318702,Male,19,Clothing,3,900.24,Credit Card,27/04/2022,Metrocity
I398334,C454031,Female,26,Clothing,4,1200.32,Cash,10/8/2022,Mall of Istanbul
I159992,C317579,Male,41,Cosmetics,4,162.64,Credit Card,12/9/2021,Mall of Istanbul
I650728,C104925,Female,23,Shoes,2,1200.34,Debit Card,4/4/2021,Viaport Outlet
I200905,C306451,Female,32,Toys,1,35.84,Cash,9/8/2021,Istinye Park
I259494,C156839,Female,55,Clothing,3,900.24,Credit Card,7/3/2021,Kanyon
I148617,C205893,Female,32,Clothing,1,300.08,Cash,31/01/2021,Viaport Outlet
I337126,C155497,Female,59,Clothing,5,1500.4,Cash,6/3/2023,Kanyon
I106779,C844362,Female,42,Cosmetics,5,203.3,Cash,19/12/2022,Mall of Istanbul
I330656,C163906,Female,48,Clothing,3,900.24,Cash,12/12/2022,Kanyon
I587687,C287418,Male,51,Toys,2,71.68,Credit Card,15/09/2021,Emaar Square Mall
I273887,C498141,Female,18,Cosmetics,1,40.66,Cash,9/9/2022,Viaport Outlet
I534268,C236626,Male,50,Shoes,3,1800.51,Cash,26/09/2022,Forum Istanbul
I100742,C422142,Female,58,Food & Beverage,3,15.69,Credit Card,5/4/2022,Metropol AVM
I168497,C142374,Female,27,Shoes,1,600.17,Cash,13/06/2022,Viaport Outlet
I316598,C179968,Female,51,Food & Beverage,1,5.23,Cash,29/11/2022,Metrocity
I238265,C329547,Male,63,Cosmetics,1,40.66,Cash,27/03/2021,Kanyon
I213770,C187188,Female,27,Clothing,4,1200.32,Debit Card,4/11/2022,Istinye Park
I446806,C136852,Male,52,Food & Beverage,5,26.15,Debit Card,25/09/2021,Metropol AVM
I282241,C120627,Male,25,Cosmetics,5,203.3,Cash,9/8/2022,Metropol AVM
I137547,C111483,Female,42,Cosmetics,3,121.98,Credit Card,2/9/2022,Kanyon
I517140,C298523,Male,38,Clothing,3,900.24,Debit Card,4/12/2022,Kanyon
I887725,C279877,Male,42,Clothing,3,900.24,Credit Card,11/4/2022,Metrocity
I286540,C224419,Female,25,Clothing,5,1500.4,Credit Card,12/5/2022,Kanyon
I128650,C107686,Female,44,Technology,2,2100,Credit Card,7/8/2021,Zorlu Center
I289743,C312514,Female,46,Souvenir,4,46.92,Debit Card,2/2/2023,Metrocity
I236461,C322772,Female,28,Cosmetics,1,40.66,Credit Card,29/05/2021,Emaar Square Mall
I137051,C606378,Female,63,Clothing,2,600.16,Cash,31/01/2023,Mall of Istanbul
I249366,C728363,Male,57,Clothing,2,600.16,Credit Card,9/6/2022,Kanyon
I160007,C422973,Male,19,Clothing,4,1200.32,Cash,9/8/2022,Kanyon
I175739,C283580,Female,68,Books,5,75.75,Debit Card,2/11/2021,Forum Istanbul
I130540,C322956,Female,18,Souvenir,4,46.92,Debit Card,21/02/2021,Forum Istanbul
I603519,C228145,Female,56,Toys,5,179.2,Cash,24/10/2022,Forum Istanbul
I219932,C163370,Female,21,Souvenir,2,23.46,Credit Card,28/06/2022,Mall of Istanbul
I115333,C146618,Male,24,Food & Beverage,1,5.23,Cash,25/03/2021,Metropol AVM
I144814,C146467,Female,61,Technology,5,5250,Credit Card,15/10/2021,Metrocity
I248173,C209946,Female,31,Shoes,3,1800.51,Cash,17/05/2022,Mall of Istanbul
I240558,C107952,Male,63,Clothing,4,1200.32,Cash,4/12/2022,Metropol AVM
I534898,C645662,Female,48,Shoes,4,2400.68,Debit Card,9/12/2022,Mall of Istanbul
I203822,C120546,Male,30,Cosmetics,3,121.98,Credit Card,5/4/2022,Viaport Outlet
I435669,C250416,Female,20,Clothing,1,300.08,Credit Card,4/3/2022,Forum Istanbul
I333908,C249971,Female,24,Technology,3,3150,Credit Card,24/02/2022,Mall of Istanbul
I107684,C301209,Female,66,Books,3,45.45,Cash,2/12/2022,Metropol AVM
I248813,C175504,Male,65,Toys,1,35.84,Credit Card,23/05/2022,Zorlu Center
I333747,C989203,Female,45,Toys,5,179.2,Cash,16/07/2022,Zorlu Center
I157248,C226696,Male,62,Shoes,3,1800.51,Credit Card,29/07/2021,Istinye Park
I146715,C318888,Female,40,Shoes,2,1200.34,Debit Card,27/03/2022,Metropol AVM
I389976,C172675,Female,41,Food & Beverage,5,26.15,Credit Card,8/2/2022,Zorlu Center
I177961,C255558,Female,20,Clothing,1,300.08,Cash,28/05/2022,Istinye Park
I271079,C363831,Female,44,Food & Beverage,4,20.92,Cash,4/3/2022,Mall of Istanbul
I748552,C319552,Female,63,Souvenir,4,46.92,Cash,24/04/2021,Emaar Square Mall
I329401,C442388,Male,34,Food & Beverage,1,5.23,Cash,7/9/2022,Kanyon
I112186,C762187,Female,24,Souvenir,4,46.92,Credit Card,23/09/2022,Viaport Outlet
I261892,C287127,Female,63,Clothing,5,1500.4,Credit Card,22/08/2021,Kanyon
I701430,C302567,Male,44,Clothing,3,900.24,Credit Card,1/7/2022,Cevahir AVM
I326398,C331547,Female,20,Clothing,2,600.16,Debit Card,4/8/2022,Metrocity
I385870,C250431,Male,29,Clothing,1,300.08,Cash,18/06/2021,Istinye Park
I226646,C560006,Female,68,Books,3,45.45,Cash,15/12/2022,Kanyon
I138018,C859562,Female,68,Toys,4,143.36,Credit Card,5/1/2022,Metrocity
I313495,C101363,Male,64,Clothing,1,300.08,Credit Card,24/07/2022,Mall of Istanbul
I390919,C146158,Female,28,Clothing,2,600.16,Credit Card,25/02/2022,Forum Istanbul
I199989,C280102,Male,49,Food & Beverage,2,10.46,Debit Card,11/2/2021,Metropol AVM
I168392,C158895,Male,25,Clothing,3,900.24,Cash,8/2/2022,Istinye Park
I275546,C339269,Male,60,Toys,1,35.84,Cash,21/05/2022,Metropol AVM
I765727,C333309,Female,41,Technology,1,1050,Debit Card,29/08/2021,Mall of Istanbul
I148626,C257695,Male,64,Clothing,4,1200.32,Debit Card,2/4/2021,Mall of Istanbul
I145465,C150853,Female,46,Technology,3,3150,Credit Card,3/9/2022,Metrocity
I256117,C267089,Female,59,Clothing,1,300.08,Cash,20/10/2022,Mall of Istanbul
I155746,C207516,Female,31,Clothing,2,600.16,Credit Card,9/3/2022,Mall of Istanbul
I281714,C182412,Female,64,Food & Beverage,1,5.23,Debit Card,4/11/2021,Metropol AVM
I157677,C306887,Female,18,Clothing,3,900.24,Credit Card,11/12/2021,Kanyon
I195540,C131746,Female,22,Cosmetics,1,40.66,Credit Card,8/1/2022,Metrocity
I214950,C168443,Male,24,Clothing,5,1500.4,Credit Card,30/11/2022,Forum Istanbul
I280630,C142864,Male,56,Food & Beverage,1,5.23,Credit Card,31/07/2022,Forum Istanbul
I295993,C249842,Female,33,Clothing,1,300.08,Credit Card,11/1/2023,Kanyon
I524837,C203188,Female,38,Cosmetics,3,121.98,Credit Card,9/4/2022,Kanyon
I272157,C197664,Female,35,Cosmetics,5,203.3,Cash,27/07/2022,Cevahir AVM
I581574,C592417,Female,52,Toys,4,143.36,Cash,25/05/2021,Mall of Istanbul
I789975,C294226,Female,67,Shoes,3,1800.51,Cash,30/11/2022,Metrocity
I118728,C405024,Female,60,Souvenir,1,11.73,Debit Card,16/03/2022,Kanyon
I307635,C946664,Male,69,Shoes,5,3000.85,Credit Card,4/5/2022,Zorlu Center
I307355,C219469,Female,62,Food & Beverage,5,26.15,Debit Card,23/07/2022,Mall of Istanbul
I184726,C906967,Male,69,Clothing,3,900.24,Credit Card,23/03/2021,Istinye Park
I157597,C239613,Male,37,Toys,4,143.36,Cash,21/12/2021,Metrocity
I450819,C208011,Male,46,Clothing,5,1500.4,Cash,30/08/2022,Mall of Istanbul
I192167,C908227,Female,29,Clothing,5,1500.4,Debit Card,15/03/2021,Kanyon
I172378,C684977,Female,37,Food & Beverage,1,5.23,Cash,5/2/2021,Istinye Park
I884876,C213158,Female,20,Clothing,5,1500.4,Cash,7/5/2021,Metropol AVM
I194513,C106874,Female,41,Clothing,5,1500.4,Credit Card,10/7/2022,Mall of Istanbul
I173302,C170452,Female,46,Clothing,1,300.08,Debit Card,20/04/2021,Mall of Istanbul
I254037,C460742,Male,55,Toys,2,71.68,Cash,9/2/2022,Emaar Square Mall
I308922,C321163,Female,63,Clothing,4,1200.32,Debit Card,20/01/2021,Cevahir AVM
I262321,C227570,Female,48,Food & Beverage,3,15.69,Credit Card,6/9/2022,Mall of Istanbul
I263023,C113935,Female,66,Toys,2,71.68,Credit Card,25/12/2022,Istinye Park
I137069,C281279,Female,27,Toys,4,143.36,Credit Card,10/2/2021,Mall of Istanbul
I211635,C216381,Male,64,Food & Beverage,2,10.46,Credit Card,20/05/2022,Kanyon
I163923,C447118,Male,18,Clothing,1,300.08,Cash,23/12/2021,Kanyon
I160256,C850688,Female,42,Shoes,5,3000.85,Credit Card,20/05/2022,Metrocity
I148124,C370708,Female,39,Shoes,2,1200.34,Debit Card,8/3/2023,Metrocity
I408840,C198061,Female,38,Shoes,5,3000.85,Credit Card,30/06/2022,Kanyon
I221688,C261028,Male,55,Clothing,2,600.16,Cash,4/6/2021,Zorlu Center
I533612,C193993,Female,34,Cosmetics,3,121.98,Credit Card,18/10/2022,Cevahir AVM
I253096,C251069,Female,55,Clothing,2,600.16,Credit Card,2/5/2021,Mall of Istanbul
I478373,C600245,Female,55,Cosmetics,3,121.98,Credit Card,28/01/2021,Forum Istanbul
I289018,C300211,Female,19,Clothing,4,1200.32,Cash,8/12/2021,Metropol AVM
I273924,C187030,Male,40,Toys,1,35.84,Credit Card,16/02/2023,Mall of Istanbul
I139872,C124923,Male,38,Clothing,4,1200.32,Credit Card,1/11/2021,Metropol AVM
I239412,C103696,Female,67,Clothing,5,1500.4,Cash,30/05/2022,Zorlu Center
I183226,C150346,Female,49,Clothing,3,900.24,Credit Card,19/08/2022,Istinye Park
I122217,C327017,Male,24,Books,5,75.75,Cash,7/6/2022,Istinye Park
I214296,C285604,Female,33,Clothing,5,1500.4,Cash,20/09/2022,Istinye Park
I696758,C381613,Female,45,Books,2,30.3,Credit Card,23/10/2022,Metrocity
I970197,C167083,Female,45,Souvenir,3,35.19,Credit Card,25/11/2022,Kanyon
I118324,C133261,Female,39,Toys,1,35.84,Cash,19/01/2022,Metrocity
I319490,C310488,Female,42,Souvenir,1,11.73,Cash,13/07/2022,Metropol AVM
I228542,C218746,Female,38,Clothing,5,1500.4,Cash,7/1/2023,Metropol AVM
I413867,C157428,Female,51,Souvenir,1,11.73,Credit Card,2/5/2021,Metropol AVM
I103170,C126764,Female,54,Technology,3,3150,Credit Card,5/2/2023,Cevahir AVM
I122202,C218824,Female,32,Toys,2,71.68,Cash,24/02/2022,Mall of Istanbul
I781406,C285017,Female,45,Toys,3,107.52,Credit Card,15/07/2021,Istinye Park
I129899,C966342,Female,65,Clothing,2,600.16,Cash,18/10/2022,Emaar Square Mall
I795688,C111374,Female,55,Shoes,1,600.17,Cash,4/5/2021,Cevahir AVM
I114230,C334674,Female,34,Shoes,3,1800.51,Cash,26/08/2021,Viaport Outlet
I272475,C155993,Male,28,Books,1,15.15,Cash,20/11/2022,Istinye Park
I572293,C255387,Male,20,Cosmetics,1,40.66,Credit Card,5/11/2021,Zorlu Center
I928579,C558593,Female,34,Clothing,4,1200.32,Cash,24/11/2022,Kanyon
I312922,C907084,Female,52,Clothing,1,300.08,Credit Card,8/10/2021,Istinye Park
I438703,C317435,Male,34,Cosmetics,2,81.32,Credit Card,28/04/2022,Zorlu Center
I757908,C197404,Female,51,Clothing,3,900.24,Debit Card,16/04/2022,Viaport Outlet
I975571,C101290,Male,47,Food & Beverage,3,15.69,Cash,15/04/2022,Cevahir AVM
I298426,C124030,Female,28,Books,2,30.3,Debit Card,14/02/2022,Kanyon
I196992,C184540,Female,34,Shoes,4,2400.68,Credit Card,10/11/2021,Zorlu Center
I278260,C255697,Male,23,Cosmetics,5,203.3,Cash,28/04/2022,Kanyon
I174572,C108644,Female,38,Souvenir,1,11.73,Debit Card,8/1/2023,Kanyon
I832038,C252956,Male,46,Cosmetics,1,40.66,Credit Card,8/12/2022,Metrocity
I930854,C301432,Female,68,Cosmetics,2,81.32,Debit Card,9/9/2021,Viaport Outlet
I237404,C174456,Female,66,Shoes,4,2400.68,Cash,23/04/2021,Metropol AVM
I266485,C234509,Female,52,Clothing,4,1200.32,Cash,6/9/2021,Kanyon
I266965,C192312,Male,59,Books,4,60.6,Debit Card,25/11/2021,Istinye Park
I127233,C148736,Female,53,Toys,2,71.68,Cash,1/10/2022,Metrocity
I258034,C643682,Female,32,Clothing,2,600.16,Credit Card,15/09/2022,Mall of Istanbul
I237133,C818745,Female,19,Cosmetics,5,203.3,Credit Card,2/10/2022,Kanyon
I184132,C829018,Female,25,Clothing,2,600.16,Debit Card,18/08/2021,Metropol AVM
I174825,C242765,Female,37,Souvenir,4,46.92,Credit Card,27/01/2023,Metropol AVM
I270982,C255984,Male,41,Cosmetics,1,40.66,Cash,13/10/2021,Metropol AVM
I616029,C105527,Male,34,Clothing,5,1500.4,Debit Card,28/05/2021,Metrocity
I330083,C133236,Female,67,Cosmetics,5,203.3,Credit Card,18/12/2022,Metropol AVM
I139139,C959087,Female,57,Toys,4,143.36,Cash,29/12/2021,Istinye Park
I190561,C300917,Male,19,Food & Beverage,2,10.46,Credit Card,9/2/2022,Kanyon
I710041,C302274,Female,47,Shoes,4,2400.68,Cash,18/12/2021,Forum Istanbul
I334904,C405362,Male,36,Clothing,2,600.16,Debit Card,9/3/2021,Kanyon
I199198,C246825,Male,68,Technology,2,2100,Cash,10/1/2022,Emaar Square Mall
I116261,C304724,Male,38,Clothing,4,1200.32,Cash,5/2/2022,Zorlu Center
I571573,C309375,Male,29,Toys,4,143.36,Cash,20/08/2021,Mall of Istanbul
I221495,C257168,Male,62,Clothing,4,1200.32,Credit Card,22/11/2021,Istinye Park
I882400,C339761,Female,61,Cosmetics,1,40.66,Debit Card,25/12/2022,Metrocity
I316168,C860048,Female,20,Shoes,5,3000.85,Credit Card,17/08/2021,Emaar Square Mall
I105653,C389561,Male,57,Cosmetics,3,121.98,Credit Card,3/1/2021,Mall of Istanbul
I262391,C615004,Male,56,Clothing,1,300.08,Debit Card,25/09/2022,Zorlu Center
I207920,C160469,Female,67,Cosmetics,5,203.3,Cash,16/06/2022,Kanyon
I592663,C113347,Male,40,Clothing,5,1500.4,Cash,30/10/2022,Mall of Istanbul
I150730,C271670,Female,40,Technology,4,4200,Cash,23/06/2022,Kanyon
I981246,C137658,Male,39,Clothing,1,300.08,Cash,19/05/2021,Kanyon
I104208,C618868,Female,40,Toys,5,179.2,Debit Card,6/12/2021,Emaar Square Mall
I232312,C970354,Female,69,Toys,1,35.84,Credit Card,22/10/2021,Zorlu Center
I265443,C142679,Female,66,Shoes,1,600.17,Cash,20/09/2021,Kanyon
I169129,C123516,Female,22,Toys,2,71.68,Cash,17/08/2022,Metrocity
I486190,C271357,Male,27,Clothing,3,900.24,Cash,22/03/2021,Metrocity
I209547,C666027,Female,32,Shoes,5,3000.85,Cash,5/11/2021,Kanyon
I288915,C329776,Male,54,Food & Beverage,1,5.23,Cash,27/11/2021,Viaport Outlet
I555678,C121938,Female,64,Clothing,4,1200.32,Cash,22/05/2022,Kanyon
I124814,C227912,Male,61,Clothing,4,1200.32,Debit Card,6/11/2021,Istinye Park
I436046,C127415,Female,65,Food & Beverage,3,15.69,Credit Card,8/11/2022,Mall of Istanbul
I260244,C839685,Male,52,Toys,5,179.2,Debit Card,5/3/2022,Metropol AVM
I244178,C238529,Female,60,Cosmetics,1,40.66,Cash,23/02/2021,Kanyon
I178149,C329772,Female,36,Food & Beverage,3,15.69,Debit Card,12/12/2021,Kanyon
I106391,C574426,Female,52,Clothing,3,900.24,Debit Card,24/02/2023,Metrocity
I840148,C244671,Female,33,Souvenir,5,58.65,Credit Card,19/04/2021,Cevahir AVM
I312338,C141845,Male,47,Clothing,4,1200.32,Debit Card,26/12/2022,Metrocity
I161288,C231508,Female,33,Food & Beverage,5,26.15,Credit Card,14/10/2021,Kanyon
I296852,C247377,Male,65,Cosmetics,4,162.64,Debit Card,14/04/2022,Viaport Outlet
I296423,C891463,Male,43,Toys,3,107.52,Credit Card,13/10/2022,Zorlu Center
I305823,C195560,Female,40,Technology,3,3150,Credit Card,10/1/2021,Metropol AVM
I205987,C584072,Female,69,Cosmetics,4,162.64,Credit Card,16/12/2022,Metrocity
I758718,C312570,Female,54,Clothing,3,900.24,Debit Card,5/1/2021,Mall of Istanbul
I210733,C200406,Female,32,Books,1,15.15,Cash,6/3/2021,Mall of Istanbul
I117318,C499352,Female,31,Shoes,2,1200.34,Credit Card,14/01/2023,Metropol AVM
I236581,C299682,Female,30,Toys,3,107.52,Credit Card,24/10/2021,Kanyon
I285107,C325229,Female,43,Cosmetics,4,162.64,Debit Card,11/8/2021,Metrocity
I267355,C138150,Female,48,Food & Beverage,2,10.46,Cash,28/02/2023,Cevahir AVM
I302767,C271442,Female,18,Shoes,1,600.17,Cash,7/9/2022,Kanyon
I891436,C138081,Male,27,Toys,4,143.36,Debit Card,18/04/2021,Mall of Istanbul
I245272,C162247,Female,25,Toys,1,35.84,Cash,4/3/2022,Istinye Park
I136744,C112124,Male,62,Clothing,5,1500.4,Credit Card,25/09/2021,Cevahir AVM
I672474,C498169,Female,35,Clothing,3,900.24,Cash,13/04/2021,Kanyon
I211146,C165275,Female,22,Clothing,2,600.16,Debit Card,21/06/2022,Metropol AVM
I290812,C133861,Female,62,Cosmetics,5,203.3,Debit Card,5/7/2021,Kanyon
I199758,C292767,Female,58,Clothing,1,300.08,Credit Card,10/3/2022,Mall of Istanbul
I197551,C279803,Male,36,Souvenir,3,35.19,Credit Card,1/10/2022,Kanyon
I218996,C249907,Male,50,Souvenir,5,58.65,Debit Card,30/12/2022,Metrocity
I536205,C136669,Female,38,Shoes,5,3000.85,Debit Card,16/08/2021,Istinye Park
I235923,C416219,Female,35,Clothing,5,1500.4,Cash,17/01/2021,Metropol AVM
I232440,C105789,Female,62,Shoes,1,600.17,Cash,31/12/2021,Metropol AVM
I157359,C110626,Male,51,Cosmetics,4,162.64,Cash,9/2/2023,Istinye Park
I242636,C292251,Female,47,Souvenir,1,11.73,Credit Card,26/11/2022,Kanyon
I182438,C190537,Male,52,Souvenir,3,35.19,Cash,30/09/2021,Kanyon
I146780,C195855,Female,25,Cosmetics,5,203.3,Cash,27/01/2023,Mall of Istanbul
I152770,C986082,Female,22,Cosmetics,2,81.32,Debit Card,10/7/2022,Kanyon
I845767,C283060,Male,29,Clothing,4,1200.32,Credit Card,1/7/2022,Istinye Park
I294512,C319512,Male,19,Clothing,3,900.24,Cash,4/4/2022,Kanyon
I258374,C224673,Female,52,Clothing,5,1500.4,Credit Card,23/05/2021,Kanyon
I803984,C286022,Female,46,Food & Beverage,5,26.15,Credit Card,3/2/2023,Mall of Istanbul
I107663,C520997,Female,62,Clothing,5,1500.4,Cash,20/01/2021,Viaport Outlet
I872291,C308416,Female,53,Books,1,15.15,Credit Card,17/01/2023,Mall of Istanbul
I100843,C170564,Female,54,Clothing,4,1200.32,Debit Card,17/01/2022,Metropol AVM
I195715,C275972,Female,66,Books,5,75.75,Cash,7/10/2021,Mall of Istanbul
I330647,C439013,Male,55,Souvenir,4,46.92,Cash,9/9/2022,Emaar Square Mall
I366874,C160152,Female,68,Food & Beverage,1,5.23,Debit Card,30/09/2021,Mall of Istanbul
I111678,C188458,Female,45,Clothing,2,600.16,Debit Card,6/1/2021,Metrocity
I112929,C127308,Female,64,Books,5,75.75,Cash,29/08/2021,Zorlu Center
I219082,C275338,Male,68,Clothing,5,1500.4,Credit Card,15/09/2022,Metrocity
I195922,C182148,Female,62,Clothing,4,1200.32,Cash,21/02/2023,Kanyon
I173343,C675312,Female,30,Technology,2,2100,Cash,26/02/2021,Kanyon
I290273,C270441,Male,42,Clothing,1,300.08,Credit Card,21/12/2022,Zorlu Center
I228471,C328556,Male,40,Clothing,2,600.16,Cash,14/02/2023,Forum Istanbul
I304941,C203021,Female,52,Shoes,3,1800.51,Credit Card,3/6/2022,Kanyon
I365469,C304529,Female,25,Technology,3,3150,Credit Card,14/12/2022,Zorlu Center
I904120,C620274,Female,31,Cosmetics,3,121.98,Credit Card,14/08/2022,Forum Istanbul
I507685,C331681,Male,67,Clothing,3,900.24,Cash,14/11/2021,Metrocity
I210317,C300625,Female,67,Clothing,5,1500.4,Credit Card,1/3/2022,Zorlu Center
I169887,C660330,Female,24,Clothing,5,1500.4,Cash,27/07/2022,Istinye Park
I442997,C663202,Female,57,Food & Beverage,2,10.46,Credit Card,2/3/2023,Metropol AVM
I143778,C232522,Female,19,Toys,1,35.84,Debit Card,13/01/2022,Viaport Outlet
I399536,C147628,Male,50,Clothing,2,600.16,Debit Card,4/7/2021,Metrocity
I295314,C105150,Female,40,Clothing,4,1200.32,Cash,6/3/2021,Forum Istanbul
I263399,C162175,Female,43,Clothing,1,300.08,Credit Card,31/01/2022,Forum Istanbul
I299674,C207585,Female,47,Shoes,2,1200.34,Credit Card,22/05/2021,Viaport Outlet
I318345,C243636,Male,63,Clothing,3,900.24,Cash,8/12/2021,Emaar Square Mall
I421961,C129694,Female,64,Shoes,2,1200.34,Cash,28/02/2022,Mall of Istanbul
I170532,C307598,Female,32,Cosmetics,4,162.64,Cash,19/07/2021,Kanyon
I442533,C192844,Female,56,Food & Beverage,1,5.23,Credit Card,18/11/2022,Forum Istanbul
I185011,C178455,Female,67,Cosmetics,4,162.64,Cash,25/09/2021,Metrocity
I336922,C192203,Male,55,Clothing,3,900.24,Debit Card,2/2/2022,Istinye Park
I236254,C364957,Male,39,Clothing,4,1200.32,Cash,26/09/2021,Metrocity
I321274,C302390,Female,24,Clothing,1,300.08,Debit Card,19/01/2021,Mall of Istanbul
I178859,C139296,Male,45,Clothing,1,300.08,Debit Card,2/5/2021,Istinye Park
I207093,C107403,Female,45,Clothing,1,300.08,Cash,30/09/2022,Metrocity
I213300,C459842,Female,57,Food & Beverage,5,26.15,Debit Card,8/6/2022,Metrocity
I317593,C291465,Female,36,Clothing,4,1200.32,Cash,1/6/2021,Metrocity
I912713,C141346,Female,51,Clothing,4,1200.32,Cash,1/9/2022,Mall of Istanbul
I100983,C203462,Female,67,Clothing,1,300.08,Credit Card,29/05/2022,Zorlu Center
I235129,C295529,Female,53,Food & Beverage,1,5.23,Cash,5/2/2021,Mall of Istanbul
I200165,C726816,Female,54,Cosmetics,2,81.32,Debit Card,27/01/2023,Mall of Istanbul
I145991,C248398,Female,35,Food & Beverage,1,5.23,Debit Card,30/01/2021,Istinye Park
I121165,C202965,Female,69,Clothing,2,600.16,Credit Card,27/08/2022,Mall of Istanbul
I139081,C296250,Female,18,Cosmetics,5,203.3,Credit Card,29/11/2022,Emaar Square Mall
I420941,C278434,Male,30,Food & Beverage,2,10.46,Credit Card,8/4/2022,Cevahir AVM
I237510,C128211,Female,31,Food & Beverage,4,20.92,Debit Card,15/06/2022,Kanyon
I304873,C176220,Male,26,Clothing,2,600.16,Debit Card,29/04/2021,Cevahir AVM
I338380,C224656,Female,55,Food & Beverage,4,20.92,Cash,12/2/2023,Istinye Park
I324783,C263175,Female,30,Food & Beverage,4,20.92,Debit Card,5/4/2021,Forum Istanbul
I759167,C332800,Male,38,Cosmetics,3,121.98,Cash,26/09/2022,Mall of Istanbul
